410000015G04,A184 (E-Bound),twrdjdjg,A184,Outside Half Moon Hotel Public House,A184,E-Bound,E,Gateshead,,Gateshead
410000010W10,Wallsend Metro Interchange (E-Bound),twrjapdw,Wallsend Metro Interchange,Outside Wallsend Metro Station,Station Road,E-Bound,,Wallsend,,Wallsend
41000010WALD,Wallsend Metro Stand D (E-Bound),twratjwa,Wallsend Metro Stand D,Outside Wallsend Metro Station,Station Road,E-Bound,,Wallsend,,Wallsend
41000010WALE,Wallsend Metro Stand E (E-Bound),twratjwd,Wallsend Metro Stand E,Outside Wallsend Metro,Station Road,E-Bound,,Wallsend,,Wallsend
410000010901,Wallsend Road-Cartington Road-N (NE-Bound),twratgpa,Wallsend Road-Cartington Road-N,Opposite Chirton St Joseph's Rc School,Wallsend Road,NE-Bound,NE,Meadow Well,,Meadow Well
410000010902,Wallsend Road-Cartington Road-S (SW-Bound),twratgpd,Wallsend Road-Cartington Road-S,Outside Chirton St Joseph's Rc School,Wallsend Road,SW-Bound,SW,Meadow Well,,Meadow Well
410000010030,Wallsend Road-Elsdon Terrace (N-Bound),twrapmwp,Wallsend Road-Elsdon Terrace,Opposite Meadow Well School,Wallsend Road,N-Bound,N,Meadow Well,,Meadow Well
410000010042,Wallsend Road-Elsdon Terrace (S-Bound),twraptdm,Wallsend Road-Elsdon Terrace,Outside Meadow Well School,Wallsend Road,S-Bound,S,Meadow Well,,Meadow Well
410000010029,Wallsend Road-High Flatworth (NE-Bound),twrapmwm,Wallsend Road-High Flatworth,Outside Entrance To Tyne Tunnel Trade Park,Wallsend Road,NE-Bound,NE,Percy Main,,Percy Main
410000010043,Wallsend Road-High Flatworth (W-Bound),twraptdp,Wallsend Road-High Flatworth,Junction With A19,A193,W-Bound,W,Percy Main,,Percy Main
410000010041,Wallsend Road-Lowdham Avenue (S-Bound),twraptdj,Wallsend Road-Lowdham Avenue,South West Of St Josephs Rc Church,WALLSEND ROAD,S-Bound,S,Meadow Well,,Meadow Well
410000010031,Wallsend Road-Wooler Avenue (NE-Bound),twrapmwt,Wallsend Road-Wooler Avenue,Opposite St Josephs Rc Church,Wallsend Road,NE-Bound,NE,Meadow Well,,Meadow Well
410000014709,Walter Terrace-Powys Place (W-Bound),twrdamtw,Walter Terrace-Powys Place,Opposite Benwell Sports Ground,Walter Terrace,W-Bound,W,Nuns Moor,Newcastle upon Tyne,Nuns Moor
410000014708,Walter Terrace-Sports Ground (E-Bound),twrdamtp,Walter Terrace-Sports Ground,Outside Benwell Sports Ground,Walter Terrace,E-Bound,E,Nuns Moor,Newcastle upon Tyne,Nuns Moor
410000010184,Walton Avenue-Ancroft Avenue (S-Bound),twratata,Walton Avenue-Ancroft Avenue,Opposite Tynemouth Crematorium,Walton Avenue,S-Bound,S,North Shields,,North Shields
410000010190,Walton Avenue-Crematorium (N-Bound),twratatw,Walton Avenue-Crematorium,Outside Tynemouth Crematorium,Walton Avenue,N-Bound,N,North Shields,,North Shields
410000010185,Walton Avenue-Cresswell Avenue (S-Bound),twratatd,Walton Avenue-Cresswell Avenue,South Of Preston Cemetery,Walton Avenue,S-Bound,S,North Shields,,North Shields
410000010189,Walton Avenue-Hazel Avenue (N-Bound),twratatp,Walton Avenue-Hazel Avenue,Outside Preston Cemetery,Walton Avenue,N-Bound,N,North Shields,,North Shields
410000008901,Wansbeck Road (N-Bound),twrajtmj,Wansbeck Road,Opposite Park Avenue,Wansbeck Road,N-Bound,N,Coxlodge,Newcastle upon Tyne,Coxlodge
410000008902,Wansbeck Road (S-Bound),twrajtmp,Wansbeck Road,Outside Park Avenue Junction,Wansbeck Road,S-Bound,S,Coxlodge,Newcastle upon Tyne,Coxlodge
4100008MS04A,Wansbeck Road Metro (E-Bound),twramaga,Wansbeck Road Metro,Wansbeck Road Metro Station,Wansbeck Road South,E-Bound,E,Coxlodge,Newcastle upon Tyne,Coxlodge
41000008MS04,Wansbeck Road Metro (W-Bound),twramadw,Wansbeck Road Metro,Wansbeck Metro Station,Wansbeck Road,W-Bound,W,Coxlodge,Newcastle upon Tyne,Coxlodge
410000016238,Wardley Lane (E-Bound),twrdjwpj,Wardley Lane,Outside Wardly Welfare Ground,Wardley Lane,E-Bound,E,Wardley,Gateshead,Wardley
410000016237,Wardley Lane (N-Bound),twrdjwpg,Wardley Lane,Opposite Julian Road Junction,Wardley Lane,N-Bound,N,Wardley,Gateshead,Wardley
410000016239,Wardley Lane (S-Bound),twrdjwpm,Wardley Lane,Outside Ellison House,Wardley Lane,S-Bound,S,Wardley,Gateshead,Wardley
410000015981,Warners Bros Car Park (E-Bound),twrdjapm,Warners Bros Car Park,In Warner Brothers Car Park,Falconar Street,E-Bound,E,Manors,Newcastle upon Tyne,Shieldfield
410000009156,Warwick Street-Stadium (E-Bound),twramptp,Warwick Street-Stadium,Opposite Warwick Street Stadium,Warwick Street,E-Bound,E,Shieldfield,Newcastle upon Tyne,Shieldfield
410000009188,Warwick Street-Stadium (W-Bound),twramtjd,Warwick Street-Stadium,Outside City Stadium,Warwick Street,W-Bound,W,Shieldfield,Newcastle upon Tyne,Shieldfield
410000009157,Warwick Street-Stratford Road (NE-Bound),twramptw,Warwick Street-Stratford Road,30m East Of Stratford Road,Warwick Street,NE-Bound,NE,Heaton,Newcastle upon Tyne,Heaton
410000009187,Warwick Street-Stratford Road (SW-Bound),twramtja,Warwick Street-Stratford Road,Beside Crossroads With Stratford Road,Warwick Street,SW-Bound,SW,Heaton,Newcastle upon Tyne,Heaton
410000029073,Warwick Terrace-Durham Terrace (NW-Bound),twrgdpwt,Warwick Terrace-Durham Terrace,Opposite The Sportsmans Arms,Warwick Terrace,NW-Bound,NW,Silksworth,,Silksworth
410000029066,Warwick Terrace-Durham Terrace (SE-Bound),twrgdptw,Warwick Terrace-Durham Terrace,35m South West Of The Sportsmans Arms,WARWICK TERRACE,SE-Bound,SE,Silksworth,,Silksworth
410000029067,Warwick Terrace-Lincoln Avenue (SE-Bound),twrgdpwa,Warwick Terrace-Lincoln Avenue,Outside No.7/8 Warwick Terrace,Warwick Terrace,SE-Bound,SE,Silksworth,,Silksworth
410000028500,Washington Arts Centre (E-Bound),twrgdjta,Washington Arts Centre,Opposite The Washington Arts Centre,Newriggs,E-Bound,E,Fatfield,Washington,Fatfield
410000028511,Washington Arts Centre (N-Bound),twrgdjwj,Washington Arts Centre,Opposite Washington Art Centre 50n North,Biddick Lane,N-Bound,N,Fatfield,Washington,Fatfield
410000028510,Washington Arts Centre (S-Bound),twrgdjwg,Washington Arts Centre,Outside Washington Art Centre,Biddick Lane,S-Bound,S,Fatfield,Washington,Fatfield
410000028501,Washington Arts Centre (W-Bound),twrgdjtd,Washington Arts Centre,Outside Arts Centre,Newriggs,W-Bound,W,Fatfield,Washington,Fatfield
410000023152,Washington District 15 Exit (E-Bound),twrdtmta,Washington District 15 Exit,Outside Barmston Mere Training Centre,Sunderland Highway,E-Bound,E,Barmston,Washington,Barmston
410000023151,Washington District 15 Exit (W-Bound),twrdtmpw,Washington District 15 Exit,Slip Road Outside Pattinson Industrial Estate,Sunderlands Highway,W-Bound,W,Barmston,Washington,Barmston
4100023WASAS,Washington Galleries Bus Station (A),twrdtpwj,Washington Galleries Bus Station,Washington Galleries Bus Station,Galleries,A,,Washington,,Washington
4100023WASBS,Washington Galleries Bus Station (B),twrdtpwm,Washington Galleries Bus Station,Washington Galleries Bus Station,Galleries,B,,Washington,,Washington
4100023WASCS,Washington Galleries Bus Station (Stand C),twrdtpwp,Washington Galleries Bus Station,Washington Galleries Bus Station,Galleries,Stand C,,Washington,,Washington
4100023WASDS,Washington Galleries Bus Station (Stand D),twrdtpwt,Washington Galleries Bus Station,Washingtion Galleries Bus Station,Galleries,Stand D,,Washington,,Washington
4100023WASES,Washington Galleries Bus Station (Stand E),twrdtwad,Washington Galleries Bus Station,Washington Galleries Bus Station,Galleries,Stand E,,Washington,,Washington
4100023WASFS,Washington Galleries Bus Station (Stand F),twrdtwag,Washington Galleries Bus Station,Washington Galleries Bus Station,Galleries,Stand F,,Washington,,Washington
4100023WASHS,Washington Galleries Bus Stn (N-Bound),twrdtwam,Washington Galleries Bus Stn,Outside Independence Square,Galleries,N-Bound,,Washington,,Washington
4100023WASGS,Washington Galleries Bus Stn (S-Bound),twrdtwaj,Washington Galleries Bus Stn,Outside The Library,Galleries,S-Bound,,Washington,,Washington
4100023WASJS,Washington Galleries Bus Stn (S-Bound),twrdtwap,Washington Galleries Bus Stn,Washington Galleries Bus Station,Galleries,S-Bound,,Washington,,Washington
410000022717,Washington Highway-Industrial Estate (N-Bound),twrdtawt,Washington Highway-Industrial Estate,Outside Entrance To Armstrong Industrial Estate,Washington Highway,N-Bound,N,Armstrong,Washington,Armstrong
410000022716,Washington Highway-Industrial Estate (SE-Bound),twrdtawp,Washington Highway-Industrial Estate,Outside Swallow House/parsons Industrial Estate,Washington Highway,SE-Bound,SE,Armstrong,Washington,Armstrong
410000027633,Washington Hospital (N-Bound),twrgdagm,Washington Hospital,165m North East Opposite Rickleton Bupa Hospital,Picktree Lane,N-Bound,N,Rickleton,Washington,Rickleton
410000027622,Washington Hospital (SE-Bound),twrgdadm,Washington Hospital,40m East Of Picktree Lane,Vigo Lane,SE-Bound,SE,Rickleton,Washington,Rickleton
410000027636,Washington Hospital (SW-Bound),twrgdagw,Washington Hospital,Outside Rickleton Bupa Hospital,Picktree Lane,SW-Bound,SW,Rickleton,Washington,Rickleton
410000023962,Washington Retail Park (NE-Bound),twrjadpd,Washington Retail Park,Outside Washington Retail Park,Town Centre Access Road,NE-Bound,NE,Washington,,Washington
410000023961,Washington Retail Park (SW-Bound),twrjadpa,Washington Retail Park,Outside Washington Retail Park,Town Centre Access Road,SW-Bound,SW,Washington,,Washington
410000023144,Washington Road - Nissan Factory (SW-Bound),twrdtmjw,Washington Road - Nissan Factory,Outside Nissan Factory S.three Horse Shoes P.h,A1290 Washington Road,SW-Bound,SW,Nissan,Sunderland,Nissan
410000024048,Washington Road-Blackwood Road (E-Bound),twrdtwmp,Washington Road-Blackwood Road,Outside Blackwood Road Junction,Washington Road,E-Bound,E,Hylton Castle,,Hylton Castle
410000023808,Washington Road-Blackwood Road (W-Bound),twrdtmwt,Washington Road-Blackwood Road,Opposite Blackwood Road,Washington Road,W-Bound,W,Hylton Castle,,Hylton Castle
410000024049,Washington Road-Canterbury Road (E-Bound),twrdtwmt,Washington Road-Canterbury Road,Opposite Canterbury Road Junction,Washington Road,E-Bound,E,Hylton Castle,,Hylton Castle
410000024047,Washington Road-Canterbury Road (W-Bound),twrdtwmj,Washington Road-Canterbury Road,West Of Canterbury Road Junction,Washington Road,W-Bound,W,Hylton Castle,,Hylton Castle
410000023146,Washington Road-Cherry Blossom Way (NE-Bound),twrdtmpd,Washington Road-Cherry Blossom Way,270m West Opposite Cherry Blossom Way,Washington Road,NE-Bound,NE,Nissan,Sunderland,Nissan
410000023147,Washington Road-Cherry Blossom Way (SW-Bound),twrdtmpg,Washington Road-Cherry Blossom Way,140m West Of Cherry Blossom Way,Washington Road,SW-Bound,SW,Nissan,Sunderland,Nissan
410000024045,Washington Road-Clinic (W-Bound),twrdtwmd,Washington Road-Clinic,Outside The Civil Defence Centre And Clinic,Washington Road,W-Bound,W,Hylton Castle,,Hylton Castle
410000024051,Washington Road-Craigavon Road (E-Bound),twrdtwpa,Washington Road-Craigavon Road,Opposite Hylton Castle,Washington Road,E-Bound,E,Hylton Castle,,Hylton Castle
410000023141,Washington Road-Downhill Lane (N-Bound),twrdtmjm,Washington Road-Downhill Lane,S. Of Downhill Lane Leading To Make Me Rich Farm,Washington Road,N-Bound,N,Nissan,Sunderland,Nissan
410000023810,Washington Road-Ferryboat Lane (E-Bound),twrdtpag,Washington Road-Ferryboat Lane,30m East Opposite Ferryboat Lane,Washington Road,E-Bound,E,Hylton Castle,,Hylton Castle
410000023809,Washington Road-Ferryboat Lane (W-Bound),twrdtpad,Washington Road-Ferryboat Lane,30m East Of Ferryboatlane,Washington Road,W-Bound,W,Hylton Castle,,Hylton Castle
410000024050,Washington Road-Hylton Lane (E-Bound),twrdtwmw,Washington Road-Hylton Lane,Outside Car Wash And Electricity Sub Station,Washington Road,E-Bound,E,Hylton Castle,,Hylton Castle
410000024046,Washington Road-Hylton Lane (NW-Bound),twrdtwmg,Washington Road-Hylton Lane,Opposite Car Wash And Electricity Sub Station,Washington Road,NW-Bound,NW,Hylton Castle,,Hylton Castle
410000023143,Washington Road-Museum (N-Bound),twrdtmjt,Washington Road-Museum,Opposite North East Aircraft Museum,Washington Road,N-Bound,N,Nissan,Sunderland,Nissan
410000023142,Washington Road-Museum (S-Bound),twrdtmjp,Washington Road-Museum,Outside North East Aircraft Museum,Washington Road,S-Bound,S,Nissan,Sunderland,Nissan
410000023140,Washington Road-Nissan (S-Bound),twrdtmjg,Washington Road-Nissan,South Of Downhill Lane Roundabout,Washington Road,S-Bound,S,Nissan,Sunderland,Nissan
410000023148,Washington Road-Severn Houses (E-Bound),twrdtmpj,Washington Road-Severn Houses,Opposite Severn Houses,A1290,E-Bound,E,Sulgrave,Washington,Sulgrave
410000023149,Washington Road-Severn Houses (W-Bound),twrdtmpm,Washington Road-Severn Houses,Outside Severn Houses,A1290,W-Bound,W,Sulgrave,Washington,Sulgrave
410000024052,Washington Road-Wear View (E-Bound),twrdtwpd,Washington Road-Wear View,West Of Hylton Red House Primary School,Washington Road,E-Bound,E,Hylton Red House,,Hylton Red House
410000024044,Washington Road-Wear View (W-Bound),twrdtwma,Washington Road-Wear View,Opposite Hylton Red House Primary School,Washington Road,W-Bound,W,Hylton Red House,,Hylton Red House
410000023900,Washington Road-West Moor Farm (NE-Bound),twrdtpgj,Washington Road-West Moor Farm,Outside West Moor Farm,Washington Road,NE-Bound,NE,Nissan,Sunderland,Nissan
410000023901,Washington Road-West Moor Farm (SW-Bound),twrdtpgm,Washington Road-West Moor Farm,Opposite West Moor Farm,Washington Road,SW-Bound,SW,Nissan,Sunderland,Nissan
410000000085,Washington School (E-Bound),twrgtwjp,Washington School,Washington School,N/a,E-Bound,E,Concord,Washington,Concord
410000070602,Washington Services (N-Bound),twrgtmdg,Washington Services,Washington Services,A1,N-Bound,N,Portobello,Washington,Washington
410000070601,Washington Services (S-Bound),twrgtmda,Washington Services,Outside Washington Services,A1,S-Bound,S,Portobello,Washington,Washington
410000060117,Washington Village (N-Bound),twrgptwm,Washington Village,Opposite The Cross Keys Public House,Spout Lane,N-Bound,N,Washington Village,Washington,Washington Village
410000023145,Washington Way - Nissan Factory (NE-Bound),twrdtmpa,Washington Way - Nissan Factory,Opposite The Three Horse Shoes Public House,A1290 Washington Road,NE-Bound,NE,Nissan,Sunderland,Nissan
410000000126,Washingwell Community Primary School (W-Bound),twrjdgmt,Washingwell Community Primary School,,Buck's Hill View,W-Bound,W,Whickham,Gateshead,Whickham
410000000125,Washingwell Primary School (W-Bound),twrjapma,Washingwell Primary School,,Buck's Hill View,W-Bound,W,Whickham,Gateshead,Whickham
410000023088,Waskerley Road (N-Bound),twrdtjtd, Waskerley Road,Outside No.163 Horsley Road,Horsley Road,N-Bound,N,Barmston,Washington,Barmston
410000014905,Water Street (N-Bound),twrdapdj,Water Street,Opposite Railway Terrace,Water Street,N-Bound,N,Elswick,Newcastle upon Tyne,Elswick
410000014904,Water Street (S-Bound),twrdapdg,Water Street,Outside Railway Terrace,Water Street,S-Bound,S,Elswick,Newcastle upon Tyne,Elswick
410000021014,Watergate Bank-Lodge (NE-Bound),twrdpgpa,Watergate Bank-Lodge,Opposite Watergate Lodge,Watergate Bank,NE-Bound,NE,Lobley Hill,Gateshead,Lobley Hill
410000021001,Watergate Bank-Lodge (SW-Bound),twrdpgjd,Watergate Bank-Lodge,Outside Watergate Lodge,Watergate Bank,SW-Bound,SW,Lobley Hill,Gateshead,Lobley Hill
410000021013,Watergate Bank-Marquis Of Granby (NE-Bound),twrdpgmw,Watergate Bank-Marquis Of Granby,Outside Marquis Of Granby Public House,A692,NE-Bound,NE,Sunniside,Gateshead,Sunniside
410000021002,Watergate Bank-Marquis Of Granby (SW-Bound),twrdpgjg,Watergate Bank-Marquis Of Granby,Opposite Marquis Of Granby Public House,Watergate Bank,SW-Bound,SW,Sunniside,Gateshead,Sunniside
410000023045,Waterloo Road (N-Bound),twrdtjat,Waterloo Road,Outside Sulgrave Industrial Estate,Waterloo Road,N-Bound,N,Sulgrave,Washington,Sulgrave
410000023046,Waterloo Road (S-Bound),twrdtjaw,Waterloo Road,Opposite Sulgrave Industrial Estate,Waterloo Road,S-Bound,S,Sulgrave,Washington,Sulgrave
410000015113,Watermill Lane-High Heworth Lane (W-Bound),twrdawtg,Watermill Lane-High Heworth Lane,Outside Heworth Cemetery,Watermill Lane,W-Bound,W,Heworth,Gateshead,Heworth
410000015124,Watermill Lane-High Heworth Lane (W-Bound),twrdgadw,Watermill Lane-High Heworth Lane,Opposite Heworth Cemetery,Watermill Lane,W-Bound,W,Heworth,Gateshead,Heworth
410000015112,Watermill Lane-The Drive (E-Bound),twrdawtd,Watermill Lane-The Drive,East Of The Drive Junction,Watermill Lane,E-Bound,E,Heworth,Gateshead,Heworth
410000015125,Watermill Lane-The Drive (W-Bound),twrdgaga,Watermill Lane-The Drive,Outside Monksfeld,Watermill Lane,W-Bound,W,Heworth,Gateshead,Heworth
410000023929,Waterview Park Stand 1 (W-Bound),twrgtgpd,Waterview Park Stand 1,Outside Barmston Lane,Mandarin Way,W-Bound,W,Barmston,Washington,Barmston
410000023930,Waterview Park Stand 2 (W-Bound),twrgtgpa,Waterview Park Stand 2,Outside Barmston Lane,Mandarin Way,W-Bound,W,Barmston,Washington,Barmston
410000023931,Waterview Park Stand 3 (W-Bound),twrgtamw,Waterview Park Stand 3,Outside Barmston Lane,Mandarin Way,W-Bound,W,Barmston,Washington,Barmston
410000041055,Waterville Rd-Upper Elsdon St (NE-Bound),twrgjwjw,Waterville Rd-Upper Elsdon St,Opposite Waterville Primary School And Nursery,Waterville Road,NE-Bound,NE,North Shields,,North Shields
410000010143,Waterville Rd-Upper Elsdon St (SW-Bound),twrapwtd,Waterville Rd-Upper Elsdon St,Outside Waterville Primary School And Nursery,Waterville Road,SW-Bound,SW,North Shields,,North Shields
410000010336,Waterville Road-Banbury Way (E-Bound),twratdtg,Waterville Road-Banbury Way,Opposite Redburn Public House And Primary School,Waterville Road,E-Bound,E,Meadow Well,,Meadow Well
410000010337,Waterville Road-Brackley Grove (E-Bound),twratdtj,Waterville Road-Brackley Grove,East Of Redburn Public House And Prim. School,Waterville Road,E-Bound,E,Meadow Well,,Meadow Well
410000041056,Waterville Road-Coach Lane (E-Bound),twrgjwma,Waterville Road-Coach Lane,Outside The Old Vicarage,Waterville Road,E-Bound,E,North Shields,,North Shields
410000041057,Waterville Road-Coach Lane (W-Bound),twrgjwmd,Waterville Road-Coach Lane,Opposite The Old Vicarage,Waterville Road,W-Bound,W,North Shields,,North Shields
410000010141,Waterville Road-Lowdham Avenue (E-Bound),twrapwpw,Waterville Road-Lowdham Avenue,Outside The Seine Boat Public House,Waterville Road,E-Bound,E,Meadow Well,,Meadow Well
410000010335,Waterville Road-Retford Gardens (W-Bound),twratdtd,Waterville Road-Retford Gardens,60m West Of Meadow Well Health Clinic,Waterville Road,W-Bound,W,Meadow Well,,Meadow Well
410000010334,Waterville Road-Ripley Avenue (W-Bound),twratdta,Waterville Road-Ripley Avenue,60m East Of Meadow Well Community Centre,Waterville Road,W-Bound,W,Meadow Well,,Meadow Well
410000010142,Waterville Road-Silkeys Lane (E-Bound),twrapwta,Waterville Road-Silkeys Lane,Outside Junction With Silkeys Lane,Waterville Road,E-Bound,E,Meadow Well,,Meadow Well
410000010144,Waterville Road-Silkeys Lane (W-Bound),twrapwtg,Waterville Road-Silkeys Lane,Outside Newark Square,Waterville Road,W-Bound,W,Meadow Well,,Meadow Well
410000017196,Watson Avenue (NW-Bound),twrdmtdj,Watson Avenue,Outside The White Horse Inn Public House,Watson Avenue,NW-Bound,NW,Cleadon Park,South Shields,Cleadon Park
410000024544,Wavendon Crescent (SE-Bound),twrgadgj,Wavendon Crescent,Outside The Wavedon Public House,Wavendon Crescent,SE-Bound,SE,High Barnes,Sunderland,High Barnes
410000015630,Waverdale Avenue - Edendale Avenue (N-Bound),twrdgwmg,Waverdale Avenue - Edendale Avenue,Outside Edendale Avenue,Waverdale Avenue,N-Bound,N,Walker,Newcastle upon Tyne,Walker
410000009480,Waverdale Avenue-Ennerdale Road (N-Bound),twrapgap,Waverdale Avenue-Ennerdale Road,North Of Ennerdale Road,Waverdale Avenue,N-Bound,N,Walker,Newcastle upon Tyne,Walker
410000009481,Waverdale Avenue-Ennerdale Road (S-Bound),twrapgat,Waverdale Avenue-Ennerdale Road,North Of Ennerdale Road Outside Bmx Track,Waverdale Avenue,S-Bound,S,Walker,Newcastle upon Tyne,Walker
410000009483,Waverdale Avenue-Rutland Avenue (N-Bound),twrapgda,Waverdale Avenue-Rutland Avenue,Opposite The Stables Entrance,Waverdale Avenue,N-Bound,N,Walkerville,Newcastle upon Tyne,Walkerville
410000009482,Waverdale Avenue-Rutland Avenue (S-Bound),twrapgaw,Waverdale Avenue-Rutland Avenue,Outside The Stables Entrance,Waverdale Avenue,S-Bound,S,Walkerville,Newcastle upon Tyne,Walkerville
410000022071,Waverley Road-Hambleton Green (S-Bound),twrdpmwp,Waverley Road-Hambleton Green,Opposite Hambleton Green,Waverley Road,S-Bound,S,Wrekenton,Gateshead,Wrekenton
410000022067,Waverley Road-Malton Green (E-Bound),twrdpmwd,Waverley Road-Malton Green,Outside High Eighton Farm,Waverley Road,E-Bound,E,Wrekenton,Gateshead,Wrekenton
410000022073,Waverley Road-Ripley Court (N-Bound),twrdptad,Waverley Road-Ripley Court,Outside St Anne Church,Waverley Road,N-Bound,N,Allerdene,Gateshead,Allerdene
410000022065,Waverley Road-Rokeby View (SE-Bound),twrdpmtw,Waverley Road-Rokeby View,Opposite Rokeby View Junction,Waverley Road,SE-Bound,SE,Allerdene,Gateshead,Allerdene
410000022068,Waverley Road-Skipton Green (N-Bound),twrdpmwg,Waverley Road-Skipton Green,Outside Skipton Green,Waverley Road,N-Bound,N,Wrekenton,Gateshead,Wrekenton
410000022074,Waverley Road-Woodstock Road (N-Bound),twrdptag,Waverley Road-Woodstock Road,Harlow Green Infants School,Waverley Road,N-Bound,N,Allerdene,Gateshead,Allerdene
410000022154,Wealcroft (N-Bound),twrdpwjw,Wealcroft,North East Of Staneway Entrance,Wealcroft,N-Bound,N,Leam Lane,Gateshead,Leam Lane
410000022153,Wealcroft (S-Bound),twrdpwjt,Wealcroft,Opposite Hill Top School,WEALCROFT,S-Bound,S,Leam Lane,Gateshead,Leam Lane
410000015214,Wealcroft-Glynfellis (SW-Bound),twrdgdwa,Wealcroft-Glynfellis,Outside The Eagle Public House,Wealcroft,SW-Bound,SW,Leam Lane,Gateshead,Leam Lane
410000022901,Wealcroft-Lecondale Court (N-Bound),twrdtdtj,Wealcroft-Lecondale Court,Opposite No.60 Wealcroft,Wealcroft,N-Bound,N,Leam Lane,Gateshead,Leam Lane
410000022900,Wealcroft-Lecondale Court (SW-Bound),twrdtdtg,Wealcroft-Lecondale Court,Outside No.60 Wealcroft,Wealcroft,SW-Bound,SW,Leam Lane,Gateshead,Leam Lane
410000015213,Wealcroft-Rennington (SW-Bound),twrdgdtw,Wealcroft-Rennington,Outside Rennington Junction,Wealcroft,SW-Bound,SW,Leam Lane,Gateshead,Leam Lane
410000015215,Wealcroft-Staneway (N-Bound),twrdgdwd,Wealcroft-Staneway,Opposite Blackthorne,Wealcroft,N-Bound,N,Leam Lane,Gateshead,Leam Lane
410000015216,Wealcroft-The Paddock (NE-Bound),twrdgdwg,Wealcroft-The Paddock,Outside The Paddock Junction,Wealcroft,NE-Bound,NE,Leam Lane,Gateshead,Leam Lane
410000018052,Weardale Avenue (S-Bound),twrgpmtm,Weardale Avenue,Outside No.26 Weardale Avenue,Weardale Avenue,S-Bound,S,South Bents,,South Bents
410000018053,Weardale Avenue-Lonsdale Avenue (E-Bound),twrgwapm,Weardale Avenue-Lonsdale Avenue,Outside No.4 Weardale Avenue,Weardale Avenue,E-Bound,E,South Bents,,South Bents
410000018051,Weardale Avenue-Lonsdale Avenue (W-Bound),twrgwapj,Weardale Avenue-Lonsdale Avenue,Outside Lonsdale Avenue,Weardale Avenue,W-Bound,W,South Bents,,South Bents
410000003022,Weetslade Road - Burradon Road (NW-Bound),twradjda,Weetslade Road - Burradon Road,Outside Means Court,Weetslade Road,NW-Bound,NW,Burradon,,Burradon
410000003037,Weetslade Road - Burradon Road (SE-Bound),twradjgw,Weetslade Road - Burradon Road,Opposite Means Court,Weetslade Road,SE-Bound,SE,Burradon,,Burradon
410000003034,Weetslade Road - Southfields (S-Bound),twradjgm,Weetslade Road - Southfields,Opposite Recreation Ground,Weetslade Road,S-Bound,S,Dudley,,Dudley
410000003041,Weetslade Road - Watson Avenue (SE-Bound),twradjmj,Weetslade Road - Watson Avenue,Outside Watson Court-Dudley Club,Weetslade Road,SE-Bound,SE,Dudley,,Dudley
410000003025,Weetslade Road (NW-Bound),twradjdm,Weetslade Road,Opposite Dudley First School,Weetslade Road,NW-Bound,NW,Dudley,,Dudley
410000003048,Weetslade Road (NW-Bound),twradjpj,Weetslade Road,Opposite Dudley Club,Weetslade Road,NW-Bound,,Dudley,,Dudley
410000003036,Weetslade Road-Clarkes Terrace (SE-Bound),twradjgt,Weetslade Road-Clarkes Terrace,Outside 24 Clarkes Terrace,Weetslade Road,SE-Bound,SE,Dudley,,Dudley
410000003023,Weetslade Road-Ethel Terrace (NW-Bound),twradjdg,Weetslade Road-Ethel Terrace,Outside Ethel Terrace,Weetslade Road,NW-Bound,NW,Dudley,,Dudley
410000003024,Weetslade Road-Weetslade Crescent (NW-Bound),twradjdj,Weetslade Road-Weetslade Crescent,Junction Weetslade Crescent,Weetslade Road,NW-Bound,NW,Dudley,,Dudley
410000003035,Weetslade Road-Weetslade Crescent (SE-Bound),twradjgp,Weetslade Road-Weetslade Crescent,Opposite Junction Weetslade Crescent,Weetslade Road,SE-Bound,SE,Dudley,,Dudley
410000015569,Welbeck Road - Weardale Avenue (W-Bound),twrdgtmp,Welbeck Road - Weardale Avenue,West Of Bath Street,Welbeck Road,W-Bound,W,Walker,Newcastle upon Tyne,Walker
410000015564,Welbeck Road - Westbourne Avenue (E-Bound),twrdgtjw, Welbeck Road - Westbourne Avenue,Opposite St Alban's Rc School,Welbeck Road,E-Bound,E,Walker,Newcastle upon Tyne,Walker
410000015565,Welbeck Road - Westbourne Avenue (W-Bound),twrdgtma,Welbeck Road - Westbourne Avenue,Outside St Albans School,Welbeck Road,W-Bound,W,Walker,Newcastle upon Tyne,Walker
410000015568,Welbeck Road - Westerdale Place (E-Bound),twrdgtmj,Welbeck Road - Westerdale Place,Opposite Walkergate Industrial Estate,Welbeck Road,E-Bound,E,Walker,Newcastle upon Tyne,Walker
410000015901,Welbeck Road-Allendale Road (W-Bound),twrdgwtp,Welbeck Road-Allendale Road,Outside Water Works,Welbeck Road,W-Bound,W,Byker,Newcastle upon Tyne,Byker
410000015900,Welbeck Road-Bothal Street (E-Bound),twrdgwtm,Welbeck Road-Bothal Street,Opposite Water Works,Welbeck Road,E-Bound,E,Byker,Newcastle upon Tyne,Byker
410000015556,Welbeck Road-Canterbury Street (E-Bound),twrdgtgt,Welbeck Road-Canterbury Street,Outside Number 175,Welbeck Road,E-Bound,E,Walker,Newcastle upon Tyne,Walker
410000015558,Welbeck Road-Cleadon Street (E-Bound),twrdgtja,Welbeck Road-Cleadon Street,Outside Cleadon Street Junction,Welbeck Road,E-Bound,E,Walker,Newcastle upon Tyne,Walker
